content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/deliverables/01_about-me.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/deliverables/02_knowledge-contribution.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/deliverables/03_project-summary.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/deliverables/04_project-outcomes.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/deliverables/05_pitch_presentation.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/deliverables/06_final_presentation.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/deliverables/07_reflexia.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/deliverables/index.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST001/index.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/deliverables/01_about-me.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/deliverables/02_knowledge-contribution.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/deliverables/03_project-summary.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/deliverables/04_project-outcomes.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/deliverables/05_pitch_presentation.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/deliverables/06_final_presentation.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/deliverables/07_reflexia.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/deliverables/index.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST002/index.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST003/deliverables/01_about-me.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST003/deliverables/02_knowledge-contribution.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
content/docs/sk/class_sthdf_dashboard/01-class_sthdf_dashboard_2025-2026/students/ST003/deliverables/03_project-summary.md,,,missing,,0,0,0,1,"fm_build,fm_version,fm_version_comment",,
